files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.56  T=3.0 s (93.7 files/s, 16934.7 lines/s)"
255,Java,6163,18316,24302
10,XML,171,83,805
9,HTML,105,3,505
4,DOS Batch,68,44,85
3,Bourne Shell,26,44,84
