files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.56  T=1.0 s (59.0 files/s, 6867.0 lines/s)"
38,Java,689,2274,2538
10,XML,63,225,820
6,Bourne Shell,19,102,24
5,DOS Batch,13,85,15
