files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.56  T=15.0 s (60.5 files/s, 5361.8 lines/s)"
718,Java,13329,18840,43123
183,XML,851,51,3555
2,HTML,54,2,307
2,XSD,12,4,220
1,Groovy,20,0,47
1,JSP,0,0,12
