files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.56  T=2.0 s (73.0 files/s, 7417.5 lines/s)"
104,Java,2246,2647,7436
34,XML,193,500,1257
4,HTML,82,4,410
2,Bourne Shell,0,2,38
2,JSP,1,0,19
