files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.56  T=14.0 s (40.9 files/s, 25695.5 lines/s)"
434,HTML,45773,1539,149000
15,PHP,83,25,49301
80,Javascript,19496,41549,49279
43,CSS,716,364,2612
