files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.56  T=5.0 s (98.8 files/s, 15605.2 lines/s)"
451,Java,9130,23908,37968
19,XML,261,438,4610
3,XSLT,81,200,329
2,CSS,62,46,228
19,HTML,19,532,214
