files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.56  T=31.0 s (77.6 files/s, 9706.8 lines/s)"
1685,Java,29059,56465,139260
468,XML,5606,8132,39815
174,JSP,777,1094,10130
32,XSD,730,481,3779
24,HTML,270,193,1521
4,CSS,179,4,995
5,DOS Batch,76,0,712
2,SQL,100,6,511
6,Bourne Shell,69,390,366
1,XSLT,11,14,70
4,ASP.Net,9,3,50
1,Javascript,2,0,32
