files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.56  T=1.0 s (39.0 files/s, 2900.0 lines/s)"
15,Ruby,214,2,1096
12,XML,109,16,817
2,HTML,55,3,319
4,Java,31,40,75
4,Bourne Shell,29,6,71
2,awk,2,0,15
