files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.56  T=17.0 s (61.9 files/s, 23410.9 lines/s)"
872,Java,49826,162190,150318
80,XML,1897,2904,23121
54,XSLT,832,330,3186
6,DTD,438,568,1188
37,HTML,163,10,829
1,DOS Batch,9,15,38
1,Bourne Shell,15,8,32
1,JSP,5,17,26
1,Javascript,3,0,18
