files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.56  T=3.0 s (61.0 files/s, 2920.3 lines/s)"
84,Java,1313,1476,4198
76,XML,248,62,1214
20,JSP,4,8,228
3,HTML,0,0,10
